ID,Field1,Field2,Field3,Field4
2998,22bcfbad976f6b4c422d5b259d85d8a0,"{u'lat': 13.0290868, u'long': 77.5006501}",location_tracking,2017-09-01 07:23:21.000000
2999,af427a0dace40c21b03e06abc891ac71,{u'paf': True},manual,2017-09-01 07:23:23.000000
3000,f283267a59e87510cdfb8b922f8222c5,"{u'lat': 22.4573036, u'long': 88.3466663}",location_tracking,2017-09-01 07:23:27.000000
3001,44ddc269fa77fa05e83cbe184a4d51f2,{u'mme': False},job_responded,2017-09-01 07:23:30.000000
3002,b9f9a1890b8f32d0729ab3bd5d7b624f,{u'mme': False},decline_request,2017-09-01 07:23:34.000000
3003,2367e790f83ecab209978d6b4f58c48e,"{u'lat': 12.994922, u'long': 77.6534334}",location_tracking,2017-09-01 07:23:37.000000
3004,4d9eaaca02d3ce9bff83bf658ca084f7,"{u'lat': 23.0150726, u'long': 72.5508255}",location_tracking,2017-09-01 07:23:41.000000
3005,c35ae165614b1cf60f4a7efd86b3560a,"{u'lat': 19.2847936, u'long': 73.045261}",location_tracking,2017-09-01 07:23:54.000000
3006,45494755c1ee6d7980d514728a17d7a7,"{u'lat': 12.910185, u'long': 77.5480265}",location_tracking,2017-09-01 07:23:58.000000
3007,077eb4df8ab6661e9f66a60dc55b5427,"{u'lat': 19.1537553, u'long': 72.8349112}",location_tracking,2017-09-01 07:24:07.000000
3008,ca289852756e23ec49b4ee7555368573,{u'paf': True},manual,2017-09-01 07:24:20.000000
3009,881b3f72ac0380e1d2042bdcf479d7db,{u'mme': False},decline_request,2017-09-01 07:24:22.000000
3010,f75016d189faa0b4574467ef9f4ad69f,{u'mme': True},manual,2017-09-01 07:24:28.000000
3011,c0379aefff440c15cfe3108663f17cf1,"{u'lat': 13.0050248, u'long': 77.6136948}",location_tracking,2017-09-01 07:24:30.000000
3012,558bccb5bffc816a724389979d1ad90a,{u'paf': True},manual,2017-09-01 07:24:33.000000
3013,f75016d189faa0b4574467ef9f4ad69f,"{u'lat': 22.5267708, u'long': 88.3980713}",location_tracking,2017-09-01 07:24:34.000000
3014,d0341280f18380c6a8a250f412b1d6b3,"{u'lat': 18.530814, u'long': 73.8975601}",location_tracking,2017-09-01 07:24:35.000000
3015,2bc139702a9708418e5eef462ec80da9,"{u'lat': 28.7023507, u'long': 77.0422339}",location_tracking,2017-09-01 07:24:35.000000
3016,85a3b92a9698fa5e5aac263cbe7a036c,"{u'lat': 28.4994534, u'long': 77.2235086}",location_tracking,2017-09-01 07:24:39.000000
3017,a766b3bdca3ef272337294e41ecabfc0,"{u'lat': 28.4351234, u'long': 77.087045}",location_tracking,2017-09-01 07:24:40.000000
3018,d02d656f058f75681b02644ac5a91682,"{u'lat': 12.8440849, u'long': 77.5946966}",location_tracking,2017-09-01 07:24:42.000000
3019,1c324d0776b64fd7256fd32ee1279065,"{u'lat': 12.924776, u'long': 80.1849762}",location_tracking,2017-09-01 07:24:44.000000
3020,6c0340236bbebc715d30894d7e0446e3,"{u'lat': 19.0616987, u'long': 72.9267773}",location_tracking,2017-09-01 07:24:54.000000
3021,6a250538fc7802cb543657a57d942ad4,{u'paf': True},manual,2017-09-01 07:24:55.000000
3022,28e3bee3d7a2ec355ca28ac6cc63e044,"{u'lat': 28.4983674, u'long': 77.3419542}",location_tracking,2017-09-01 07:25:00.000000
3023,93e8e01559409a07292f964b1c69dfe0,"{u'lat': 12.8488884, u'long': 80.20777229}",location_tracking,2017-09-01 07:25:07.000000
3024,73f4700f0e835ccf317af422dc671c83,{u'mme': False},decline_request,2017-09-01 07:25:16.000000
3025,448a0b60bfa47908a0131fb4e7dfe85f,"{u'lat': 23.0622352, u'long': 72.6984473}",location_tracking,2017-09-01 07:25:18.000000
3026,d6cc4c6e9da8664a8981d1d92cd88ce7,{u'paf': False},manual,2017-09-01 07:25:19.000000
3027,d6cc4c6e9da8664a8981d1d92cd88ce7,{u'paf': True},manual,2017-09-01 07:25:21.000000
3028,e6894f61ba140856663c48eb715abb5e,"{u'lat': 23.0130044, u'long': 72.51734}",location_tracking,2017-09-01 07:25:23.000000
3029,0d7a9d9c00231885b413175980a9beca,"{u'lat': 12.9959477, u'long': 77.6527175}",location_tracking,2017-09-01 07:25:30.000000
3030,7f1fdf3aa3aaa1667031d8c2a34ba778,{u'mme': True},manual,2017-09-01 07:25:32.000000
3031,7f1fdf3aa3aaa1667031d8c2a34ba778,"{u'lat': 28.6060421, u'long': 77.0712912}",location_tracking,2017-09-01 07:25:33.000000
3032,cd3dc80a5d2f319eef41bb047e3df1c1,{u'paf': True},manual,2017-09-01 07:25:35.000000
3033,bd98f009166f2bfa9717610cfce60f6a,{u'mme': True},manual,2017-09-01 07:25:46.000000
3034,9aae4e36e1f149959db43d4f459abbdf,{u'mme': True},manual,2017-09-01 07:25:48.000000
3035,9aae4e36e1f149959db43d4f459abbdf,"{u'lat': 12.9059668, u'long': 80.1981418}",location_tracking,2017-09-01 07:25:48.000000
3036,29e65060633860d90f1f1fc07bdeced3,{u'paf': False},manual,2017-09-01 07:25:55.000000
3037,d103e3bcca569d9834c2c1a41fcdd945,{u'paf': True},manual,2017-09-01 07:25:56.000000
3038,1857f966756ac50285b26b7377bc31d8,"{u'lat': 22.69139, u'long': 88.4310983}",location_tracking,2017-09-01 07:25:57.000000
3039,04536fd3c94b720e13908b868220ebfe,"{u'lat': 28.3636017, u'long': 77.00646}",location_tracking,2017-09-01 07:25:58.000000
3040,04cd3aeb42e370d7c2af6f0780ef97ee,"{u'lat': 18.4889459, u'long': 73.9378316}",location_tracking,2017-09-01 07:26:11.000000
3041,6fc520b5f58061eabcadbdcf1d66b992,"{u'lat': 28.6168975, u'long': 77.0560839}",location_tracking,2017-09-01 07:26:13.000000
3042,ce3b5880f24168be5e9ffd60c199497f,{u'mme': False},decline_request,2017-09-01 07:26:25.000000
3043,b326892a64236d2d8878762a6e77d327,"{u'lat': 13.0033298, u'long': 77.630433}",location_tracking,2017-09-01 07:26:31.000000
3044,4cc1efb034c7931ca1e1770965e92257,{u'mme': True},manual,2017-09-01 07:26:35.000000
3045,b0e0c735f225edafe3259a06d2671bff,"{u'lat': 22.460059, u'long': 88.4070634}",location_tracking,2017-09-01 07:26:36.000000
3046,9a33b2d98b224340fb37fe9e3f9faffd,"{u'lat': 18.4763635, u'long': 73.7987119}",location_tracking,2017-09-01 07:26:37.000000
3047,5778da0babffbfe99e00b1c6f3fab090,{u'mme': True},manual,2017-09-01 07:26:43.000000
3048,086117a0b40f5b676e9bfedf6de6a4ac,"{u'lat': 18.4818011, u'long': 73.8506901}",location_tracking,2017-09-01 07:26:44.000000
3049,01b3014a83b9675529468db6065c2a13,{u'paf': True},manual,2017-09-01 07:26:45.000000
3050,04a153f1d81330c8f2b1c7c868857263,{u'mme': True},manual,2017-09-01 07:26:52.000000
3051,04a153f1d81330c8f2b1c7c868857263,"{u'lat': 12.996404, u'long': 77.6548652}",location_tracking,2017-09-01 07:26:53.000000
3052,784579cf7fb21212b8e1551520454482,"{u'lat': 28.6126414, u'long': 77.0256807}",location_tracking,2017-09-01 07:26:58.000000
3053,b564789d48b3b01ef2e1841991adc831,"{u'lat': 13.0017498, u'long': 77.5531648}",location_tracking,2017-09-01 07:27:00.000000
3054,f75016d189faa0b4574467ef9f4ad69f,"{u'lat': 22.5268233, u'long': 88.3978147}",location_tracking,2017-09-01 07:27:04.000000
3055,2c75adb18d63f86a36da5d76c0d0a675,{u'mme': False},decline_request,2017-09-01 07:27:19.000000
3056,2e295a4b90a065acd65ffa9bfdffa9d0,{u'paf': True},manual,2017-09-01 07:27:21.000000
3057,d44f5570d80dd5c4fedf7e0f7e0fb546,{u'mme': True},manual,2017-09-01 07:27:28.000000
3058,74b63504504becb508c7b1db2f21a90e,"{u'lat': 12.8519776, u'long': 80.055731}",location_tracking,2017-09-01 07:27:29.000000
3059,1799c8e1104c51dea21f2fcc3fe1688b,"{u'lat': 23.0118785, u'long': 72.6489656}",location_tracking,2017-09-01 07:27:32.000000
3060,6ed393b2771a71fbb8e24c165500406b,{u'mme': True},manual,2017-09-01 07:27:33.000000
3061,d2820d03cc9812867c58ebed16099429,"{u'lat': 19.1204614, u'long': 72.8930293}",location_tracking,2017-09-01 07:27:34.000000
3062,37764744c376061b0bd44762bf4dd08e,{u'mme': True},manual,2017-09-01 07:27:36.000000
3063,6ed393b2771a71fbb8e24c165500406b,"{u'lat': 13.0400797, u'long': 80.1611738}",location_tracking,2017-09-01 07:27:37.000000
3064,7641ff896f0d10ed167606d53342d0d5,{u'paf': True},manual,2017-09-01 07:27:37.000000
3065,d3fb9bc0147278ac20a84d82d7355d2f,"{u'lat': 12.9012703, u'long': 77.5891084}",location_tracking,2017-09-01 07:27:38.000000
3066,3b5a31054668132507fb4f6ab358e90d,"{u'lat': 12.9947671, u'long': 77.5454956}",location_tracking,2017-09-01 07:27:40.000000
3067,a460a2a66878a9b1fb377067486e3d89,"{u'lat': 28.4371854, u'long': 77.0847537}",location_tracking,2017-09-01 07:27:41.000000
3068,76885ddfaf56b160beeebdbc813dedee,"{u'lat': 22.4058044, u'long': 88.437511}",location_tracking,2017-09-01 07:27:44.000000
3069,2e12375b4f2d9105e31ab006f1a61900,{u'mme': True},manual,2017-09-01 07:27:48.000000
3070,982dac7d5e5d10ad8f0250135a66b1ff,{u'mme': True},manual,2017-09-01 07:27:50.000000
3071,982dac7d5e5d10ad8f0250135a66b1ff,"{u'lat': 28.5093702, u'long': 77.358023}",location_tracking,2017-09-01 07:27:51.000000
3072,c5c2e4198916ba0f8a9a536062b00a95,{u'mme': False},decline_request,2017-09-01 07:27:54.000000
3073,6bf1276b3715848a56bda93b8904352b,{u'mme': False},job_responded,2017-09-01 07:27:57.000000
3074,6a250538fc7802cb543657a57d942ad4,"{u'lat': 12.9497792, u'long': 77.5227085}",location_tracking,2017-09-01 07:28:02.000000
3075,8b3f3a23948067a988af7b841353a628,{u'mme': True},manual,2017-09-01 07:28:07.000000
3076,2530670156c06e63bab26429d12369b9,{u'mme': False},decline_request,2017-09-01 07:28:07.000000
3077,332b327a4b19b56d0ee85d7b4e929a6d,"{u'lat': 13.1403231, u'long': 80.1907846}",location_tracking,2017-09-01 07:28:10.000000
3078,8b3f3a23948067a988af7b841353a628,"{u'lat': 22.9625588, u'long': 72.4981773}",location_tracking,2017-09-01 07:28:12.000000
3079,06be3d1238c103dce5f1c067cf172758,"{u'lat': 28.2121811, u'long': 76.9454014}",location_tracking,2017-09-01 07:28:14.000000
3080,dc0aed4032c3aae1fbe9dd9a2462d0d2,"{u'lat': 17.4977763, u'long': 78.3207308}",location_tracking,2017-09-01 07:28:16.000000
3081,2530670156c06e63bab26429d12369b9,{u'mme': False},decline_request,2017-09-01 07:28:20.000000
3082,3b4fc1a30e1e05f255c9f5425562eb1d,"{u'lat': 28.439768, u'long': 77.0893103}",location_tracking,2017-09-01 07:28:22.000000
3083,2c9a7ccdb235e77ac3d9e02c342a94c5,"{u'lat': 12.95511, u'long': 77.7262623}",location_tracking,2017-09-01 07:28:26.000000
3084,02890b7710442a0349643dd8d62cc90a,"{u'lat': 13.0221618, u'long': 80.1391947}",location_tracking,2017-09-01 07:28:28.000000
3085,23140b2738848a48a2725916b4a767de,{u'mme': False},job_responded,2017-09-01 07:28:33.000000
3086,597b4106980322c4c1b66d578bbdecae,"{u'lat': 12.9503187, u'long': 80.2491827}",location_tracking,2017-09-01 07:28:44.000000
3087,362bdabff4c16d252605fd52e7706c56,"{u'lat': 17.4403456, u'long': 78.3829783}",location_tracking,2017-09-01 07:28:50.000000
3088,04a153f1d81330c8f2b1c7c868857263,"{u'lat': 12.9969793, u'long': 77.6540236}",location_tracking,2017-09-01 07:28:51.000000
3089,a3a994b694fad5e562f00edb91e889b5,{u'mme': True},manual,2017-09-01 07:29:01.000000
3090,1d12bf43aaa14048b8dbc30012b8ce2b,"{u'mme': False, u'requestID': ObjectId('59a85137ae8a1d58004b1660'), u'wave': 1}",fanout,2017-09-01 07:29:05.000000
3091,6470f3fc2dc1188bb255b247b3b285c4,"{u'mme': False, u'requestID': ObjectId('59a8282b287c285e00c4346a'), u'wave': 1}",fanout,2017-09-01 07:29:05.000000
3092,8ed2c1bb6e2fe8de88e546ef3e41cc2f,"{u'mme': False, u'requestID': ObjectId('59a83379bf68265d008541a0'), u'wave': 1}",fanout,2017-09-01 07:29:05.000000
3093,0f8ae60ffa10c7f5aee62f49e003c0e2,{u'mme': False},manual,2017-09-01 07:29:16.000000
3094,558bccb5bffc816a724389979d1ad90a,"{u'lat': 13.0531498, u'long': 80.1866347}",location_tracking,2017-09-01 07:29:16.000000
3095,0f8ae60ffa10c7f5aee62f49e003c0e2,"{u'lat': 28.4741131, u'long': 77.0841634}",location_tracking,2017-09-01 07:29:18.000000
3096,b961decdae1b5ef21e257135aa6eba88,"{u'mme': False, u'requestID': ObjectId('59a838f022b3dc5d0012e48f'), u'wave': 1}",fanout,2017-09-01 07:29:20.000000
3097,6d57cb9a1ad4a5a170705eabf71b822d,"{u'mme': False, u'requestID': ObjectId('59a7e4c4ab9c9e5d00b308fd'), u'wave': 1}",fanout,2017-09-01 07:29:20.000000
3098,d21a1f1c0eb18364b861538f696688cb,{u'mme': False},job_responded,2017-09-01 07:29:24.000000
3099,dbaecf55da96b5f8090ee2e451fafe49,"{u'lat': 28.5565042, u'long': 77.3502286}",location_tracking,2017-09-01 07:29:25.000000
3100,33e03ccfffefaee8c46967ed8cba9714,{u'mme': False},decline_request,2017-09-01 07:29:27.000000
3101,d5e4e7a17acb91169cfd2d342b11ce7d,{u'paf': True},manual,2017-09-01 07:29:34.000000
3102,d103e3bcca569d9834c2c1a41fcdd945,"{u'mme': False, u'requestID': ObjectId('59a8b0c922b3dc5d0013b447'), u'wave': 1}",fanout,2017-09-01 07:29:35.000000
3103,4bbc487a3a0ed7d578551b490f6b544d,"{u'mme': False, u'requestID': ObjectId('59a80d621d9bef5e008595a8'), u'wave': 1}",fanout,2017-09-01 07:29:35.000000
3104,d6cc4c6e9da8664a8981d1d92cd88ce7,"{u'mme': False, u'requestID': ObjectId('59a86244bf68265d0085d216'), u'wave': 1}",fanout,2017-09-01 07:29:35.000000
3105,d5e4e7a17acb91169cfd2d342b11ce7d,"{u'lat': 23.0095321, u'long': 72.5343473}",location_tracking,2017-09-01 07:29:38.000000
3106,4cc1efb034c7931ca1e1770965e92257,"{u'lat': 28.5245046, u'long': 77.2579367}",location_tracking,2017-09-01 07:29:40.000000
3107,54fe7fafa59cafaa6d96c00beea1bc5b,{u'paf': True},manual,2017-09-01 07:29:41.000000
3108,54fe7fafa59cafaa6d96c00beea1bc5b,"{u'lat': 12.9506466, u'long': 80.1573366}",location_tracking,2017-09-01 07:29:44.000000
3109,b961decdae1b5ef21e257135aa6eba88,{u'mme': False},job_responded,2017-09-01 07:29:48.000000
3110,597330ed7eca9b4190b91d137067a6e9,"{u'mme': False, u'requestID': ObjectId('59a8036bc4735257009bf7f8'), u'wave': 1}",fanout,2017-09-01 07:29:50.000000
3111,9aae4e36e1f149959db43d4f459abbdf,"{u'mme': False, u'requestID': ObjectId('59a7c9b527cc225e00d5ac1c'), u'wave': 1}",fanout,2017-09-01 07:29:51.000000
3112,c5a3060076e844509f9859370ff99e54,"{u'lat': 12.9068234, u'long': 80.1925628}",location_tracking,2017-09-01 07:29:53.000000
3113,c1c08c35fce4489c7a61917b90f7b797,{u'mme': False},decline_request,2017-09-01 07:29:59.000000
3114,22e45a8065ecf885237435935fa13880,"{u'lat': 17.3908483, u'long': 78.446573}",location_tracking,2017-09-01 07:30:02.000000
3115,74b63504504becb508c7b1db2f21a90e,"{u'lat': 12.8519776, u'long': 80.055731}",location_tracking,2017-09-01 07:30:03.000000
3116,d5e4e7a17acb91169cfd2d342b11ce7d,"{u'lat': 23.0095321, u'long': 72.5343473}",location_tracking,2017-09-01 07:30:04.000000
3117,9848797165f8a9ab2179058ef94fa87c,"{u'lat': 13.0046114, u'long': 77.5320254}",location_tracking,2017-09-01 07:30:06.000000
3118,94125f32ee85c99f3ef325fd1f3c16ec,"{u'lat': 28.452667, u'long': 76.9947272}",location_tracking,2017-09-01 07:30:11.000000
3119,af1edef486dfedecad3c296f57fead97,"{u'lat': 23.1096381, u'long': 72.5824054}",location_tracking,2017-09-01 07:30:15.000000
3120,ebfbe54bcda835a42f114d08fbb59814,"{u'lat': 13.0756189, u'long': 80.2170449}",location_tracking,2017-09-01 07:30:18.000000
3121,95ee9ab5cac6e7d5ef6446c609a0840e,{u'mme': False},decline_request,2017-09-01 07:30:20.000000
3122,78c26a604cbe590f9384ff61310ad2ce,{u'mme': True},manual,2017-09-01 07:30:21.000000
3123,fd385a93b517e41f5ae906be5213f0b0,"{u'lat': 18.54285, u'long': 73.7770193}",location_tracking,2017-09-01 07:30:22.000000
3124,78c26a604cbe590f9384ff61310ad2ce,"{u'lat': 28.219579, u'long': 76.985079}",location_tracking,2017-09-01 07:30:23.000000
3125,ddfb07a0b716ff2acf8a5fec70d23214,{u'paf': True},manual,2017-09-01 07:30:26.000000
3126,990105eddc4431b04eefbf2a75eaf1f5,{u'mme': True},manual,2017-09-01 07:30:30.000000
3127,876bbd32f4198f3a5e25f7cc65739499,{u'mme': False},manual,2017-09-01 07:30:31.000000
3128,162e7782610b8ad2a156e9a0c733f371,"{u'lat': 17.4956254, u'long': 78.4299378}",location_tracking,2017-09-01 07:30:32.000000
3129,2565052af730cd737257b3118bd6a9ce,"{u'lat': 12.9484076, u'long': 80.2337542}",location_tracking,2017-09-01 07:30:34.000000
3130,876bbd32f4198f3a5e25f7cc65739499,"{u'lat': 12.8613836, u'long': 77.7065223}",location_tracking,2017-09-01 07:30:38.000000
3131,597330ed7eca9b4190b91d137067a6e9,{u'mme': False},job_responded,2017-09-01 07:30:41.000000
3132,6a4f75f73044aeb4eae01ae2e772ae39,{u'mme': True},manual,2017-09-01 07:30:42.000000
3133,f879e0821fa13c19d76c55dbb9142dd6,"{u'lat': 13.1065532, u'long': 80.1960497}",location_tracking,2017-09-01 07:30:45.000000
3134,f8b8c44815380c5221d80719d52d8407,{u'paf': True},manual,2017-09-01 07:30:45.000000
3135,b75bfbcf611c0839203d1cf91e7f939f,"{u'lat': 28.6174015, u'long': 77.0263565}",location_tracking,2017-09-01 07:30:50.000000
3136,362bdabff4c16d252605fd52e7706c56,{u'paf': True},manual,2017-09-01 07:30:54.000000
3137,362bdabff4c16d252605fd52e7706c56,"{u'lat': 17.4403456, u'long': 78.3829783}",location_tracking,2017-09-01 07:30:55.000000
3138,4982f1fb536560a88aa6043da8b175ee,"{u'mme': True, u'paf': True}",wave_clearing_mme_enable,2017-09-01 07:30:59.000000
3139,cafae04a98d4790ac58cd08df46968ca,"{u'lat': 28.7651765, u'long': 77.5043556}",location_tracking,2017-09-01 07:31:05.000000
3140,7ad49c844131684e31f1681b6bb6b02b,{u'mme': False},job_responded,2017-09-01 07:31:07.000000
3141,4a84dfccb634d0b18bfcf14a60f5672c,"{u'lat': 28.7049018, u'long': 77.3234317}",location_tracking,2017-09-01 07:31:13.000000
3142,b895ec9871a478766bd0d97f2672b529,"{u'lat': 12.9331856, u'long': 80.1026665}",location_tracking,2017-09-01 07:31:16.000000
3143,78b118621372b2dc33d6c57da2d7f05b,"{u'lat': 12.8807141, u'long': 77.6070515}",location_tracking,2017-09-01 07:31:16.000000
3144,d44f5570d80dd5c4fedf7e0f7e0fb546,"{u'lat': 23.0157383, u'long': 72.5813048}",location_tracking,2017-09-01 07:31:22.000000
3145,1fd265eee7d879be2af457855f2caca4,"{u'lat': 19.0324957, u'long': 72.8631212}",location_tracking,2017-09-01 07:31:29.000000
3146,1d12bf43aaa14048b8dbc30012b8ce2b,{u'mme': False},job_responded,2017-09-01 07:31:31.000000
3147,768a51d304210fd2756c3b73c8b02eb5,{u'mme': False},decline_request,2017-09-01 07:31:34.000000
3148,80747e973b1b36fdb32b2b28d993063c,{u'mme': False},job_responded,2017-09-01 07:31:41.000000
3149,4e4fd2bc3ec9b38184b07e5de697dea1,{u'mme': False},manual,2017-09-01 07:31:43.000000
3150,4e4fd2bc3ec9b38184b07e5de697dea1,"{u'lat': 19.1136265, u'long': 72.916111}",location_tracking,2017-09-01 07:31:44.000000
3151,603cc9d9e0d00ea975f153b63f078432,"{u'lat': 13.0164237, u'long': 77.5936411}",location_tracking,2017-09-01 07:31:50.000000
3152,6cab292b6ee4a879ef36f8e796e83ba9,{u'mme': False},manual,2017-09-01 07:31:51.000000
3153,5a4ee4e44c8f29971c4a4810a4758a45,"{u'lat': 12.8942514, u'long': 77.6273809}",location_tracking,2017-09-01 07:31:56.000000
3154,68fce0f0a9017a708084d5361dfca22b,"{u'lat': 12.9354213, u'long': 80.237951}",location_tracking,2017-09-01 07:32:00.000000
3155,bf654fb2998fcdc27ceb732d8629b6bc,{u'mme': False},decline_request,2017-09-01 07:32:04.000000
3156,6cab292b6ee4a879ef36f8e796e83ba9,{u'paf': True},manual,2017-09-01 07:32:07.000000
3157,3de22f60b9c04bdf4c705894f3d45880,"{u'lat': 28.4447268, u'long': 77.0238813}",location_tracking,2017-09-01 07:32:19.000000
3158,9b811f701d6be80b114a9c6ac1a589d2,{u'mme': False},manual,2017-09-01 07:32:22.000000
3159,4982f1fb536560a88aa6043da8b175ee,"{u'lat': 13.0696011, u'long': 80.1234919}",location_tracking,2017-09-01 07:32:22.000000
3160,e4ddaac43b0975534c3474b8dcbccb18,{u'mme': False},decline_request,2017-09-01 07:32:24.000000
3161,711b59f60f2dbe1a435feace994d1424,"{u'lat': 28.5135342, u'long': 77.2310514}",location_tracking,2017-09-01 07:32:27.000000
3162,621c83e23d0494f2fe926233f397a545,"{u'lat': 22.6375765, u'long': 88.304035}",location_tracking,2017-09-01 07:32:32.000000
3163,1c1b6efab0943992e1fb93ef7796bdea,"{u'lat': 23.0999033, u'long': 72.5356683}",location_tracking,2017-09-01 07:32:36.000000
3164,84887b879c04d7b0d44bd95e84ef1531,"{u'lat': 12.9763726, u'long': 80.2357909}",location_tracking,2017-09-01 07:32:41.000000
3165,7641ff896f0d10ed167606d53342d0d5,"{u'lat': 23.0733064, u'long': 72.568398}",location_tracking,2017-09-01 07:32:43.000000
3166,f8cac7be3025c3446a030bd6419e8fde,"{u'lat': 28.4116146, u'long': 77.0785711}",location_tracking,2017-09-01 07:32:47.000000
3167,8e68fc575e0030301679c61e0ae0063b,{u'paf': True},manual,2017-09-01 07:32:47.000000
3168,2c9a7ccdb235e77ac3d9e02c342a94c5,"{u'lat': 12.9548525, u'long': 77.7264188}",location_tracking,2017-09-01 07:32:53.000000
3169,503241a41bce936a8f77b2fae5d4c141,"{u'lat': 13.1299413, u'long': 80.258442}",location_tracking,2017-09-01 07:32:58.000000
3170,183545b71cd8355b7faa55a0405134b1,"{u'lat': 22.409119, u'long': 88.4382428}",location_tracking,2017-09-01 07:33:08.000000
3171,b564789d48b3b01ef2e1841991adc831,"{u'lat': 13.0017498, u'long': 77.5531648}",location_tracking,2017-09-01 07:33:13.000000
3172,0e7e7828807d78ec65846cdb5a58260f,{u'mme': True},manual,2017-09-01 07:33:14.000000
3173,7ffb823278709a29aeb9d8f59fc33a02,"{u'lat': 28.4348469, u'long': 77.0355368}",location_tracking,2017-09-01 07:33:15.000000
3174,2f83927c0f4903b3cb58f7de6e583482,"{u'lat': 12.9963932, u'long': 77.6831772}",location_tracking,2017-09-01 07:33:23.000000
3175,2f83927c0f4903b3cb58f7de6e583482,"{u'lat': 12.9963932, u'long': 77.6831772}",location_tracking,2017-09-01 07:33:24.000000
3176,f283267a59e87510cdfb8b922f8222c5,"{u'lat': 22.4573036, u'long': 88.3466663}",location_tracking,2017-09-01 07:33:29.000000
3177,78c26a604cbe590f9384ff61310ad2ce,"{u'lat': 28.219579, u'long': 76.985079}",location_tracking,2017-09-01 07:33:32.000000
3178,4d9eaaca02d3ce9bff83bf658ca084f7,"{u'lat': 23.0150726, u'long': 72.5508255}",location_tracking,2017-09-01 07:33:41.000000
3179,d103e3bcca569d9834c2c1a41fcdd945,"{u'lat': 12.9932505, u'long': 77.6423374}",location_tracking,2017-09-01 07:33:47.000000
3180,d718207a3fc6691d3b799cbf38013013,{u'paf': True},manual,2017-09-01 07:33:49.000000
3181,2227317ff9957c7619a380e2ceac54e8,"{u'lat': 28.4109919, u'long': 77.0350966}",location_tracking,2017-09-01 07:33:50.000000
3182,c0379aefff440c15cfe3108663f17cf1,"{u'lat': 13.0046887, u'long': 77.6140528}",location_tracking,2017-09-01 07:33:54.000000
3183,d718207a3fc6691d3b799cbf38013013,"{u'lat': 18.6244306, u'long': 73.8572176}",location_tracking,2017-09-01 07:33:55.000000
3184,c5a3060076e844509f9859370ff99e54,"{u'lat': 12.9028868, u'long': 80.1918654}",location_tracking,2017-09-01 07:33:58.000000
3185,066d50597ba4c36d2417d09e2c2bd775,"{u'lat': 28.5162598, u'long': 77.2323539}",location_tracking,2017-09-01 07:34:03.000000
3186,982dac7d5e5d10ad8f0250135a66b1ff,"{u'lat': 28.5118414, u'long': 77.3631286}",location_tracking,2017-09-01 07:34:05.000000
3187,7ad49c844131684e31f1681b6bb6b02b,{u'mme': False},job_responded,2017-09-01 07:34:07.000000
3188,448a0b60bfa47908a0131fb4e7dfe85f,"{u'lat': 23.0622352, u'long': 72.6984473}",location_tracking,2017-09-01 07:34:11.000000
3189,1b2fce8f927e8c79f6d7ed3498d3064b,{u'paf': True},manual,2017-09-01 07:34:12.000000
3190,1b2fce8f927e8c79f6d7ed3498d3064b,"{u'lat': 18.45711, u'long': 73.8420901}",location_tracking,2017-09-01 07:34:14.000000
3191,8b3f3a23948067a988af7b841353a628,"{u'lat': 22.96554, u'long': 72.4998224}",location_tracking,2017-09-01 07:34:16.000000
3192,bb7402f427e89a17c65f3f1f3bcaa4d7,{u'mme': False},job_responded,2017-09-01 07:34:18.000000
3193,1b2fce8f927e8c79f6d7ed3498d3064b,{u'paf': False},manual,2017-09-01 07:34:18.000000
3194,6470f3fc2dc1188bb255b247b3b285c4,"{u'requestID': ObjectId('59a8282b287c285e00c4346a'), u'paf': False, u'wave': 2}",fanout-lead-expired,2017-09-01 07:34:20.000000
3195,830d4fceefd2709a468bba7b59e0827d,{u'mme': True},manual,2017-09-01 07:34:21.000000
3196,1b2fce8f927e8c79f6d7ed3498d3064b,{u'mme': True},manual,2017-09-01 07:34:21.000000
3197,e7eb2982f8008ffca52d3d6399c339fa,"{u'lat': 13.0568965, u'long': 77.6341029}",location_tracking,2017-09-01 07:34:25.000000
3198,1b2fce8f927e8c79f6d7ed3498d3064b,"{u'lat': 18.45711, u'long': 73.8420901}",location_tracking,2017-09-01 07:34:33.000000
3199,6cab292b6ee4a879ef36f8e796e83ba9,"{u'mme': False, u'requestID': ObjectId('59a7e4c4ab9c9e5d00b308fd'), u'wave': 2}",fanout,2017-09-01 07:34:35.000000
3200,f39aa01938a5732a2465c2a7918b33cc,"{u'lat': 28.4652228, u'long': 77.0588749}",location_tracking,2017-09-01 07:34:36.000000
3201,150cb81b2b8c4ba3eb3cfa0daa25009e,"{u'lat': 22.8548889, u'long': 88.3989405}",location_tracking,2017-09-01 07:34:39.000000
3202,85a3b92a9698fa5e5aac263cbe7a036c,"{u'lat': 28.4994534, u'long': 77.2235086}",location_tracking,2017-09-01 07:34:40.000000
3203,a766b3bdca3ef272337294e41ecabfc0,"{u'lat': 28.4344372, u'long': 77.0871572}",location_tracking,2017-09-01 07:34:41.000000
3204,9b811f701d6be80b114a9c6ac1a589d2,"{u'lat': 13.0529278, u'long': 80.2682591}",location_tracking,2017-09-01 07:34:44.000000
3205,d02d656f058f75681b02644ac5a91682,"{u'lat': 12.8440849, u'long': 77.5946966}",location_tracking,2017-09-01 07:34:48.000000
