ID,Field1,Field2,Field3,Field4
593,f25a75428c1fc2756e09d5e0d1dd4454,{u'paf': True},manual,2017-09-01 01:11:35.000000
594,f25a75428c1fc2756e09d5e0d1dd4454,"{u'lat': 28.4439982, u'long': 77.0274801}",location_tracking,2017-09-01 01:11:39.000000
595,5a4ee4e44c8f29971c4a4810a4758a45,"{u'lat': 12.8942514, u'long': 77.6273809}",location_tracking,2017-09-01 01:11:56.000000
596,57acba72e358a18ec7c5175392677473,"{u'lat': 19.1678765, u'long': 72.8399163}",location_tracking,2017-09-01 01:12:14.000000
597,64af5167f66e489b395ac688b82d1aa8,"{u'lat': 17.4092957, u'long': 78.5581111}",location_tracking,2017-09-01 01:12:15.000000
598,6f80a6c5f5c9a32ba09eb9ecc1901624,"{u'lat': 18.4685569, u'long': 73.7934028}",location_tracking,2017-09-01 01:12:29.000000
599,9848797165f8a9ab2179058ef94fa87c,"{u'lat': 13.0049993, u'long': 77.5327421}",location_tracking,2017-09-01 01:12:32.000000
600,adb589c077dcc867236fc9ca095828e6,{u'mme': False},decline_request,2017-09-01 01:12:35.000000
601,84887b879c04d7b0d44bd95e84ef1531,"{u'lat': 12.9769238, u'long': 80.2367948}",location_tracking,2017-09-01 01:12:41.000000
602,503241a41bce936a8f77b2fae5d4c141,"{u'lat': 13.1299413, u'long': 80.258442}",location_tracking,2017-09-01 01:12:56.000000
603,0dafc872492b1b5f34f4a6584560a970,"{u'lat': 17.44127443, u'long': 78.30312812}",location_tracking,2017-09-01 01:13:01.000000
604,4e6f9bbc89e3470c5f6b95f2ce80b7cc,"{u'lat': 19.1111312, u'long': 72.8701941}",location_tracking,2017-09-01 01:13:17.000000
605,8e26cf1cfa720979762ec4de15b6a3cf,"{u'lat': 28.4109918, u'long': 77.0310787}",location_tracking,2017-09-01 01:13:19.000000
606,7ed04a620b73b89596ba0eed8ee19122,"{u'lat': 13.006586, u'long': 77.6125714}",location_tracking,2017-09-01 01:13:22.000000
607,d6cc4c6e9da8664a8981d1d92cd88ce7,"{u'lat': 19.1582916, u'long': 72.8343285}",location_tracking,2017-09-01 01:13:28.000000
608,eeb5988caf7b600a46c4fcfc87c379b4,"{u'lat': 19.073444, u'long': 73.0864096}",location_tracking,2017-09-01 01:13:36.000000
609,d103e3bcca569d9834c2c1a41fcdd945,"{u'lat': 12.9932505, u'long': 77.6423374}",location_tracking,2017-09-01 01:13:48.000000
610,2f83927c0f4903b3cb58f7de6e583482,"{u'lat': 12.998244, u'long': 77.6830789}",location_tracking,2017-09-01 01:13:52.000000
611,9d902ad6d109bf6f23124039e1517c54,"{u'lat': 18.510827, u'long': 73.954902}",location_tracking,2017-09-01 01:14:07.000000
612,b326892a64236d2d8878762a6e77d327,"{u'lat': 13.0035055, u'long': 77.630534}",location_tracking,2017-09-01 01:14:11.000000
613,e7eb2982f8008ffca52d3d6399c339fa,"{u'lat': 13.0499135, u'long': 77.6358929}",location_tracking,2017-09-01 01:14:20.000000
614,2bc139702a9708418e5eef462ec80da9,"{u'lat': 28.7023507, u'long': 77.0422339}",location_tracking,2017-09-01 01:14:35.000000
615,4bbc487a3a0ed7d578551b490f6b544d,"{u'lat': 17.4099859, u'long': 78.4094262}",location_tracking,2017-09-01 01:14:41.000000
616,ad0b8a8b4b0f8ebc605816f7ed06d91a,"{u'lat': 18.547762747353424, u'long': 73.94087105264423}",location_tracking,2017-09-01 01:15:04.000000
617,a94d7d434097c2ec982eab1253fd31a4,"{u'lat': 19.4685073, u'long': 72.8676096}",location_tracking,2017-09-01 01:15:07.000000
618,0037dfffff8b03bbdf366a263735e84b,"{u'lat': 19.0802253, u'long': 72.8485866}",location_tracking,2017-09-01 01:15:13.000000
619,5a60c8eded32493e26772fada3e2b598,"{u'lat': 28.4632382, u'long': 77.0007289}",location_tracking,2017-09-01 01:15:18.000000
620,711b59f60f2dbe1a435feace994d1424,"{u'lat': 28.5135342, u'long': 77.2310514}",location_tracking,2017-09-01 01:16:10.000000
621,bd98f009166f2bfa9717610cfce60f6a,"{u'lat': 13.037785, u'long': 77.6236519}",location_tracking,2017-09-01 01:16:11.000000
622,d0341280f18380c6a8a250f412b1d6b3,"{u'lat': 18.530814, u'long': 73.8975601}",location_tracking,2017-09-01 01:16:22.000000
623,65502069a5e0775bb0da8347f04fb293,"{u'lat': 17.5150089, u'long': 78.4312028}",location_tracking,2017-09-01 01:16:37.000000
624,ea3d6c9ed492686a74d95925f471fe5a,"{u'lat': 19.1416526, u'long': 72.8937878}",location_tracking,2017-09-01 01:16:48.000000
625,59f285c8f5df0364d4af61a8b5799c2a,{u'mme': False},job_responded,2017-09-01 01:17:25.000000
626,fa24d96b582ddcc5a7a703ea906f6017,"{u'lat': 28.5136336, u'long': 77.2308867}",location_tracking,2017-09-01 01:17:33.000000
627,06be3d1238c103dce5f1c067cf172758,"{u'lat': 28.2013184, u'long': 76.9518833}",location_tracking,2017-09-01 01:17:36.000000
628,b9d8828527023ce0e154d70c3b041982,"{u'lat': 19.1945462, u'long': 73.0072072}",location_tracking,2017-09-01 01:17:46.000000
629,bb7209be9f650ab259a4e4bcc7be730a,"{u'lat': 17.407427, u'long': 78.4858388}",location_tracking,2017-09-01 01:17:53.000000
630,876bbd32f4198f3a5e25f7cc65739499,"{u'lat': 12.8593674, u'long': 77.7063964}",location_tracking,2017-09-01 01:18:10.000000
631,2367e790f83ecab209978d6b4f58c48e,"{u'lat': 12.994922, u'long': 77.6534334}",location_tracking,2017-09-01 01:18:13.000000
632,02890b7710442a0349643dd8d62cc90a,"{u'lat': 13.0225971, u'long': 80.1391556}",location_tracking,2017-09-01 01:18:26.000000
633,6d57cb9a1ad4a5a170705eabf71b822d,"{u'lat': 22.5892529, u'long': 88.3309624}",location_tracking,2017-09-01 01:18:32.000000
634,7fab9308382d7cbfdc4e576c0f26e8ed,{u'mme': False},decline_request,2017-09-01 01:18:51.000000
635,c25e61241d732cd3ae5b3bbd51d38802,"{u'lat': 19.0130014, u'long': 73.0143816}",location_tracking,2017-09-01 01:18:56.000000
636,e4ddee82d96c8b94f2b5d9777567f854,"{u'lat': 22.6068902, u'long': 88.2998603}",location_tracking,2017-09-01 01:19:30.000000
637,a460a2a66878a9b1fb377067486e3d89,"{u'lat': 28.4371854, u'long': 77.0847537}",location_tracking,2017-09-01 01:19:43.000000
638,501ed05dc6599dee4ea95a43fe5a4327,"{u'lat': 12.993325, u'long': 77.605975}",location_tracking,2017-09-01 01:19:47.000000
639,7fab9308382d7cbfdc4e576c0f26e8ed,{u'mme': False},decline_request,2017-09-01 01:19:49.000000
640,13c5f315d2cdf19b1b7931d1e1ee3526,"{u'lat': 13.1060891, u'long': 77.6611896}",location_tracking,2017-09-01 01:20:14.000000
641,fd385a93b517e41f5ae906be5213f0b0,"{u'lat': 18.5398284, u'long': 73.7821132}",location_tracking,2017-09-01 01:20:22.000000
642,4cc1efb034c7931ca1e1770965e92257,"{u'lat': 28.5243751, u'long': 77.2574262}",location_tracking,2017-09-01 01:20:35.000000
643,2e4dc2707bf0af4d5ab4b7fbb099d6b3,"{u'lat': 13.0266236, u'long': 77.5787185}",location_tracking,2017-09-01 01:20:42.000000
644,f879e0821fa13c19d76c55dbb9142dd6,"{u'lat': 13.1058277, u'long': 80.1957011}",location_tracking,2017-09-01 01:20:46.000000
645,a94d7d434097c2ec982eab1253fd31a4,"{u'lat': 19.4685073, u'long': 72.8676096}",location_tracking,2017-09-01 01:21:07.000000
646,5f94b95c109d3ec66f93d90dfa0e963b,"{u'lat': 13.1394609, u'long': 80.2803214}",location_tracking,2017-09-01 01:21:21.000000
647,b895ec9871a478766bd0d97f2672b529,"{u'lat': 12.9331856, u'long': 80.1026665}",location_tracking,2017-09-01 01:21:41.000000
648,5a4ee4e44c8f29971c4a4810a4758a45,"{u'lat': 12.8942514, u'long': 77.6273809}",location_tracking,2017-09-01 01:21:57.000000
649,d4f2125891440ad265950ba938400ca6,"{u'lat': 12.9302274, u'long': 77.6079655}",location_tracking,2017-09-01 01:22:09.000000
650,621c83e23d0494f2fe926233f397a545,"{u'lat': 22.6375765, u'long': 88.304035}",location_tracking,2017-09-01 01:22:32.000000
651,a81bb9b0f0d8ccc9c92b23d778df19b7,"{u'lat': 12.9975759, u'long': 77.6542053}",location_tracking,2017-09-01 01:22:37.000000
652,84887b879c04d7b0d44bd95e84ef1531,"{u'lat': 12.9769238, u'long': 80.2367948}",location_tracking,2017-09-01 01:22:42.000000
653,503241a41bce936a8f77b2fae5d4c141,"{u'lat': 13.1299413, u'long': 80.258442}",location_tracking,2017-09-01 01:22:53.000000
654,ef76e67d6420e76ac83bc8606580aabf,"{u'lat': 12.9077038, u'long': 77.5793964}",location_tracking,2017-09-01 01:23:02.000000
655,8e26cf1cfa720979762ec4de15b6a3cf,"{u'lat': 28.4109918, u'long': 77.0310787}",location_tracking,2017-09-01 01:23:07.000000
656,f283267a59e87510cdfb8b922f8222c5,"{u'lat': 22.4554234, u'long': 88.3503578}",location_tracking,2017-09-01 01:23:30.000000
657,64ac92abdfae87cd52acee2b686ec24c,"{u'lat': 28.448723, u'long': 77.0728155}",location_tracking,2017-09-01 01:23:40.000000
658,5e19c505e047219286e030e3d83450b2,"{u'lat': 19.1308288, u'long': 72.8583673}",location_tracking,2017-09-01 01:23:46.000000
659,9d902ad6d109bf6f23124039e1517c54,"{u'lat': 18.510827, u'long': 73.954902}",location_tracking,2017-09-01 01:23:48.000000
660,162e7782610b8ad2a156e9a0c733f371,"{u'lat': 17.4954301, u'long': 78.4299282}",location_tracking,2017-09-01 01:24:01.000000
661,5c09e265031d7e6386c8368775f786ef,"{u'lat': 28.4967324, u'long': 77.2263209}",location_tracking,2017-09-01 01:24:07.000000
662,603c95ed28b69a1d8358e55182af9263,{u'mme': False},decline_request,2017-09-01 01:24:15.000000
663,e7eb2982f8008ffca52d3d6399c339fa,"{u'lat': 13.0465943, u'long': 77.6330288}",location_tracking,2017-09-01 01:24:21.000000
664,659b8b6bf0d096fa27a6cfef602482c5,"{u'lat': 28.4758067, u'long': 77.0325519}",location_tracking,2017-09-01 01:24:31.000000
665,b5a75dd424987033a1fc9d42321eea29,"{u'lat': 13.0559998, u'long': 77.6273303}",location_tracking,2017-09-01 01:24:35.000000
666,1fd686db60ce8e210101b37ba54965e2,"{u'lat': 12.9258178, u'long': 80.1827441}",location_tracking,2017-09-01 01:24:40.000000
667,93c11631d6844292b8eb64ae1335efe9,"{u'lat': 13.004814, u'long': 77.6349918}",location_tracking,2017-09-01 01:24:44.000000
668,2227317ff9957c7619a380e2ceac54e8,"{u'lat': 28.4109919, u'long': 77.0350966}",location_tracking,2017-09-01 01:24:46.000000
669,a2709821a66fe92a3a6c6d5c3d75dc51,"{u'lat': 13.0507726, u'long': 77.575676}",location_tracking,2017-09-01 01:25:04.000000
670,5a60c8eded32493e26772fada3e2b598,"{u'lat': 28.4632057, u'long': 77.0007004}",location_tracking,2017-09-01 01:25:19.000000
671,183545b71cd8355b7faa55a0405134b1,"{u'lat': 22.409119, u'long': 88.4382428}",location_tracking,2017-09-01 01:26:05.000000
672,bd98f009166f2bfa9717610cfce60f6a,"{u'lat': 13.037785, u'long': 77.6236519}",location_tracking,2017-09-01 01:26:12.000000
673,7d51f6f5d38ed0ed3c78de88fcfbc766,"{u'lat': 28.433163, u'long': 77.0484296}",location_tracking,2017-09-01 01:26:14.000000
674,edc55c253e5d0fa4e58152c5015ced38,"{u'lat': 28.5536789, u'long': 77.0681388}",location_tracking,2017-09-01 01:26:28.000000
675,086117a0b40f5b676e9bfedf6de6a4ac,"{u'lat': 18.4818011, u'long': 73.8506901}",location_tracking,2017-09-01 01:26:39.000000
676,d366db2130cd0a0775b27af6c9a745e5,"{u'lat': 23.0562927, u'long': 72.6275926}",location_tracking,2017-09-01 01:26:48.000000
677,06be3d1238c103dce5f1c067cf172758,"{u'lat': 28.2013184, u'long': 76.9518833}",location_tracking,2017-09-01 01:27:06.000000
678,1799c8e1104c51dea21f2fcc3fe1688b,"{u'lat': 23.0118785, u'long': 72.6489656}",location_tracking,2017-09-01 01:27:29.000000
679,d2820d03cc9812867c58ebed16099429,"{u'lat': 19.119026, u'long': 72.8927154}",location_tracking,2017-09-01 01:27:36.000000
680,3676b871918d9ab033dc6643d05dfb44,{u'mme': False},decline_request,2017-09-01 01:27:40.000000
681,fa24d96b582ddcc5a7a703ea906f6017,"{u'lat': 28.5135379, u'long': 77.2309728}",location_tracking,2017-09-01 01:27:46.000000
682,876bbd32f4198f3a5e25f7cc65739499,"{u'lat': 12.8593674, u'long': 77.7063964}",location_tracking,2017-09-01 01:27:57.000000
683,d3fb9bc0147278ac20a84d82d7355d2f,"{u'lat': 12.9012251, u'long': 77.589086}",location_tracking,2017-09-01 01:28:13.000000
684,02890b7710442a0349643dd8d62cc90a,"{u'lat': 13.0225971, u'long': 80.1391556}",location_tracking,2017-09-01 01:28:25.000000
685,18ca5ddfc9c9452b58616820d87ee396,"{u'lat': 12.9858462, u'long': 77.603399}",location_tracking,2017-09-01 01:28:30.000000
686,6d57cb9a1ad4a5a170705eabf71b822d,"{u'lat': 22.5815977, u'long': 88.332549}",location_tracking,2017-09-01 01:28:30.000000
687,29479c6f76264120f3e55d1f8d3bba07,{u'mme': False},job_responded,2017-09-01 01:28:52.000000
688,e4ddee82d96c8b94f2b5d9777567f854,"{u'lat': 22.6068902, u'long': 88.2998603}",location_tracking,2017-09-01 01:29:29.000000
689,13c5f315d2cdf19b1b7931d1e1ee3526,"{u'lat': 13.1060891, u'long': 77.6611896}",location_tracking,2017-09-01 01:29:40.000000
690,a512a560b3f2c51ea0a33b7ad7cbdf76,"{u'lat': 12.904051, u'long': 77.6250166}",location_tracking,2017-09-01 01:29:44.000000
691,0577fb5684cdac12a138b9d06361d076,"{u'lat': 28.473399, u'long': 77.0838128}",location_tracking,2017-09-01 01:30:02.000000
692,f25a75428c1fc2756e09d5e0d1dd4454,"{u'lat': 28.4439982, u'long': 77.0274801}",location_tracking,2017-09-01 01:30:06.000000
693,2efb11e25ee02ee67b203d30e9d09da9,"{u'lat': 13.0762274, u'long': 80.116356}",location_tracking,2017-09-01 01:30:10.000000
694,b72c9eeb4c52a2bdb7c4a8fe09871ec8,"{u'lat': 19.0244728, u'long': 72.8712681}",location_tracking,2017-09-01 01:30:19.000000
695,389fd60a1ea7ba9892ebe76a80c88ec1,{u'mme': False},decline_request,2017-09-01 01:30:31.000000
696,f879e0821fa13c19d76c55dbb9142dd6,"{u'lat': 13.1058277, u'long': 80.1957011}",location_tracking,2017-09-01 01:30:46.000000
697,4a84dfccb634d0b18bfcf14a60f5672c,"{u'lat': 28.7081761, u'long': 77.3317415}",location_tracking,2017-09-01 01:30:47.000000
698,22bcfbad976f6b4c422d5b259d85d8a0,"{u'lat': 13.0295884, u'long': 77.5063533}",location_tracking,2017-09-01 01:30:50.000000
699,44bc355a08503e6cfeccff6e02410e85,"{u'lat': 13.0347652, u'long': 77.6140716}",location_tracking,2017-09-01 01:31:00.000000
700,5f94b95c109d3ec66f93d90dfa0e963b,"{u'lat': 13.1395317, u'long': 80.2804061}",location_tracking,2017-09-01 01:31:19.000000
701,679d5c5b8e866018045b6dbcb2193b1f,"{u'lat': 12.9307034, u'long': 80.231957}",location_tracking,2017-09-01 01:31:26.000000
702,162e7782610b8ad2a156e9a0c733f371,"{u'lat': 17.4954301, u'long': 78.4299282}",location_tracking,2017-09-01 01:32:02.000000
703,d4f2125891440ad265950ba938400ca6,"{u'lat': 12.9302274, u'long': 77.6079655}",location_tracking,2017-09-01 01:32:09.000000
704,621c83e23d0494f2fe926233f397a545,"{u'lat': 22.6375765, u'long': 88.304035}",location_tracking,2017-09-01 01:32:32.000000
705,64af5167f66e489b395ac688b82d1aa8,"{u'lat': 17.4093842, u'long': 78.5580667}",location_tracking,2017-09-01 01:32:37.000000
706,84887b879c04d7b0d44bd95e84ef1531,"{u'lat': 12.9769238, u'long': 80.2367948}",location_tracking,2017-09-01 01:32:47.000000
707,503241a41bce936a8f77b2fae5d4c141,"{u'lat': 13.1299413, u'long': 80.258442}",location_tracking,2017-09-01 01:32:53.000000
708,0dafc872492b1b5f34f4a6584560a970,"{u'lat': 17.44125886, u'long': 78.30330487}",location_tracking,2017-09-01 01:33:01.000000
709,d6cc4c6e9da8664a8981d1d92cd88ce7,"{u'lat': 19.1582916, u'long': 72.8343285}",location_tracking,2017-09-01 01:33:14.000000
710,7ed04a620b73b89596ba0eed8ee19122,"{u'lat': 13.0067439, u'long': 77.6127594}",location_tracking,2017-09-01 01:33:21.000000
711,f283267a59e87510cdfb8b922f8222c5,"{u'lat': 22.4554234, u'long': 88.3503578}",location_tracking,2017-09-01 01:33:27.000000
712,4e6f9bbc89e3470c5f6b95f2ce80b7cc,"{u'lat': 19.1111312, u'long': 72.8701941}",location_tracking,2017-09-01 01:33:39.000000
713,5e19c505e047219286e030e3d83450b2,"{u'lat': 19.1310478, u'long': 72.8584948}",location_tracking,2017-09-01 01:33:44.000000
714,2227317ff9957c7619a380e2ceac54e8,"{u'lat': 28.4109919, u'long': 77.0350966}",location_tracking,2017-09-01 01:33:48.000000
715,03c04f81016045af2d53c51873623f4e,"{u'lat': 13.0396896, u'long': 80.1137198}",location_tracking,2017-09-01 01:34:08.000000
716,659b8b6bf0d096fa27a6cfef602482c5,"{u'lat': 28.475819, u'long': 77.0325632}",location_tracking,2017-09-01 01:34:18.000000
717,94125f32ee85c99f3ef325fd1f3c16ec,"{u'lat': 28.452667, u'long': 76.9947272}",location_tracking,2017-09-01 01:34:23.000000
718,622218a2ab64f75e9c11cab36b7c1d36,{u'mme': False},decline_request,2017-09-01 01:34:33.000000
719,2bc139702a9708418e5eef462ec80da9,"{u'lat': 28.7023507, u'long': 77.0422339}",location_tracking,2017-09-01 01:34:35.000000
720,5f88bcd32e35ac1a1d4b87a3a67ecec4,{u'mme': False},decline_request,2017-09-01 01:34:43.000000
721,5f88bcd32e35ac1a1d4b87a3a67ecec4,{u'mme': False},decline_request,2017-09-01 01:35:00.000000
722,a94d7d434097c2ec982eab1253fd31a4,"{u'lat': 19.4685073, u'long': 72.8676096}",location_tracking,2017-09-01 01:35:11.000000
723,5a60c8eded32493e26772fada3e2b598,"{u'lat': 28.4631811, u'long': 77.0006779}",location_tracking,2017-09-01 01:35:18.000000
724,1fd686db60ce8e210101b37ba54965e2,"{u'lat': 12.9258524, u'long': 80.1827768}",location_tracking,2017-09-01 01:35:19.000000
725,6fc520b5f58061eabcadbdcf1d66b992,{u'mme': True},manual,2017-09-01 01:35:33.000000
726,3bdf7069ccddc156c4da52e5ece6684b,{u'mme': False},decline_request,2017-09-01 01:35:37.000000
727,7d51f6f5d38ed0ed3c78de88fcfbc766,"{u'lat': 28.433163, u'long': 77.0484296}",location_tracking,2017-09-01 01:35:50.000000
728,31922b2eafe65fd5c3c9195185784b27,{u'mme': False},decline_request,2017-09-01 01:35:59.000000
729,c35ae165614b1cf60f4a7efd86b3560a,"{u'lat': 19.2846531, u'long': 73.0447444}",location_tracking,2017-09-01 01:36:04.000000
730,31922b2eafe65fd5c3c9195185784b27,{u'mme': False},decline_request,2017-09-01 01:36:08.000000
731,31922b2eafe65fd5c3c9195185784b27,{u'mme': False},decline_request,2017-09-01 01:36:12.000000
732,0037dfffff8b03bbdf366a263735e84b,"{u'lat': 19.0802253, u'long': 72.8485866}",location_tracking,2017-09-01 01:36:22.000000
733,711b59f60f2dbe1a435feace994d1424,"{u'lat': 28.5136196, u'long': 77.2310065}",location_tracking,2017-09-01 01:36:27.000000
734,65502069a5e0775bb0da8347f04fb293,"{u'lat': 17.5178446, u'long': 78.4296281}",location_tracking,2017-09-01 01:36:43.000000
735,ea3d6c9ed492686a74d95925f471fe5a,"{u'lat': 19.1416526, u'long': 72.8937878}",location_tracking,2017-09-01 01:36:48.000000
736,50b1059fda3783e936103b53b1c454b1,"{u'lat': 19.1994437, u'long': 72.8069065}",location_tracking,2017-09-01 01:36:57.000000
737,06be3d1238c103dce5f1c067cf172758,"{u'lat': 28.2013184, u'long': 76.9518833}",location_tracking,2017-09-01 01:37:13.000000
738,fa24d96b582ddcc5a7a703ea906f6017,"{u'lat': 28.5135256, u'long': 77.2309616}",location_tracking,2017-09-01 01:37:26.000000
739,d2820d03cc9812867c58ebed16099429,"{u'lat': 19.119026, u'long': 72.8927154}",location_tracking,2017-09-01 01:37:33.000000
740,6163637f8d3bf1809ed7b06da163945e,"{u'lat': 13.0276319, u'long': 80.221613}",location_tracking,2017-09-01 01:37:44.000000
741,876bbd32f4198f3a5e25f7cc65739499,"{u'lat': 12.8593674, u'long': 77.7063964}",location_tracking,2017-09-01 01:37:59.000000
742,5778da0babffbfe99e00b1c6f3fab090,"{u'lat': 12.9971005, u'long': 77.653042}",location_tracking,2017-09-01 01:38:26.000000
743,d3fb9bc0147278ac20a84d82d7355d2f,"{u'lat': 12.9012693, u'long': 77.589086}",location_tracking,2017-09-01 01:39:13.000000
744,4a2835ac618637c6b409558c6a9d05d0,{u'paf': True},manual,2017-09-01 01:39:19.000000
745,4fcaf6b3efd1057f5313cbeee45971ce,"{u'lat': 13.1009898, u'long': 77.5302338}",location_tracking,2017-09-01 01:39:24.000000
746,e4ddee82d96c8b94f2b5d9777567f854,"{u'lat': 22.6068902, u'long': 88.2998603}",location_tracking,2017-09-01 01:39:30.000000
747,a512a560b3f2c51ea0a33b7ad7cbdf76,"{u'lat': 12.904051, u'long': 77.6250166}",location_tracking,2017-09-01 01:39:43.000000
748,162e7782610b8ad2a156e9a0c733f371,"{u'lat': 17.4954301, u'long': 78.4299282}",location_tracking,2017-09-01 01:40:01.000000
749,4cc1efb034c7931ca1e1770965e92257,"{u'lat': 28.5244937, u'long': 77.2576121}",location_tracking,2017-09-01 01:40:02.000000
750,85edaeb7a4d4c4dccaccf80c870dd68d,"{u'lat': 28.5524827, u'long': 77.3451844}",location_tracking,2017-09-01 01:40:11.000000
751,fd385a93b517e41f5ae906be5213f0b0,"{u'lat': 18.5398284, u'long': 73.7821132}",location_tracking,2017-09-01 01:40:22.000000
752,0577fb5684cdac12a138b9d06361d076,"{u'lat': 28.473399, u'long': 77.0838128}",location_tracking,2017-09-01 01:40:32.000000
753,4a84dfccb634d0b18bfcf14a60f5672c,"{u'lat': 28.7081761, u'long': 77.3317415}",location_tracking,2017-09-01 01:40:47.000000
754,2efb11e25ee02ee67b203d30e9d09da9,"{u'lat': 13.0747783, u'long': 80.1185491}",location_tracking,2017-09-01 01:40:49.000000
755,5fe6bdb1516ba891e1120e5710f99a0d,"{u'lat': 28.4755437, u'long': 77.3188962}",location_tracking,2017-09-01 01:40:52.000000
756,a94d7d434097c2ec982eab1253fd31a4,"{u'lat': 19.4685073, u'long': 72.8676096}",location_tracking,2017-09-01 01:40:57.000000
757,13c5f315d2cdf19b1b7931d1e1ee3526,"{u'lat': 13.1060891, u'long': 77.6611896}",location_tracking,2017-09-01 01:41:06.000000
758,b895ec9871a478766bd0d97f2672b529,"{u'lat': 12.9331856, u'long': 80.1026665}",location_tracking,2017-09-01 01:41:33.000000
759,7994c9dd5d0b0a9b105d4150a42a1e57,{u'mme': False},job_responded,2017-09-01 01:41:49.000000
760,183545b71cd8355b7faa55a0405134b1,"{u'lat': 22.409119, u'long': 88.4382428}",location_tracking,2017-09-01 01:42:01.000000
761,679d5c5b8e866018045b6dbcb2193b1f,"{u'lat': 12.9307034, u'long': 80.231957}",location_tracking,2017-09-01 01:42:04.000000
762,0037dfffff8b03bbdf366a263735e84b,"{u'lat': 19.0802253, u'long': 72.8485866}",location_tracking,2017-09-01 01:42:08.000000
763,64af5167f66e489b395ac688b82d1aa8,"{u'lat': 17.4091768, u'long': 78.5580224}",location_tracking,2017-09-01 01:42:10.000000
764,68fce0f0a9017a708084d5361dfca22b,"{u'lat': 12.9303663, u'long': 80.2435537}",location_tracking,2017-09-01 01:42:19.000000
765,8ed2c1bb6e2fe8de88e546ef3e41cc2f,{u'mme': True},manual,2017-09-01 01:42:29.000000
766,03c04f81016045af2d53c51873623f4e,"{u'lat': 13.0396896, u'long': 80.1137198}",location_tracking,2017-09-01 01:42:30.000000
767,9848797165f8a9ab2179058ef94fa87c,"{u'lat': 13.0143017, u'long': 77.5281706}",location_tracking,2017-09-01 01:42:33.000000
768,d6cc4c6e9da8664a8981d1d92cd88ce7,"{u'lat': 19.1582916, u'long': 72.8343285}",location_tracking,2017-09-01 01:42:48.000000
769,822b80bb86ac644e045c81045593445c,"{u'lat': 28.5495105, u'long': 77.131872}",location_tracking,2017-09-01 01:42:55.000000
770,ef76e67d6420e76ac83bc8606580aabf,"{u'lat': 12.9077038, u'long': 77.5793964}",location_tracking,2017-09-01 01:43:02.000000
771,0dafc872492b1b5f34f4a6584560a970,"{u'lat': 17.44090949, u'long': 78.30347313}",location_tracking,2017-09-01 01:43:04.000000
772,7ed04a620b73b89596ba0eed8ee19122,"{u'lat': 13.0067439, u'long': 77.6127594}",location_tracking,2017-09-01 01:43:19.000000
773,8e26cf1cfa720979762ec4de15b6a3cf,"{u'lat': 28.4109918, u'long': 77.0310787}",location_tracking,2017-09-01 01:43:31.000000
774,5e19c505e047219286e030e3d83450b2,"{u'lat': 19.1308535, u'long': 72.8583904}",location_tracking,2017-09-01 01:43:44.000000
775,eeb5988caf7b600a46c4fcfc87c379b4,"{u'lat': 19.073444, u'long': 73.0864096}",location_tracking,2017-09-01 01:43:46.000000
776,c35ae165614b1cf60f4a7efd86b3560a,"{u'lat': 19.2847936, u'long': 73.045261}",location_tracking,2017-09-01 01:43:53.000000
777,85a3b92a9698fa5e5aac263cbe7a036c,"{u'lat': 28.4994534, u'long': 77.2235086}",location_tracking,2017-09-01 01:44:15.000000
778,b5a75dd424987033a1fc9d42321eea29,"{u'lat': 13.0559998, u'long': 77.6273303}",location_tracking,2017-09-01 01:44:30.000000
779,2bc139702a9708418e5eef462ec80da9,"{u'lat': 28.7023507, u'long': 77.0422339}",location_tracking,2017-09-01 01:44:35.000000
780,1fd686db60ce8e210101b37ba54965e2,"{u'lat': 12.9258401, u'long': 80.1827441}",location_tracking,2017-09-01 01:44:39.000000
781,93c11631d6844292b8eb64ae1335efe9,"{u'lat': 13.004814, u'long': 77.6349918}",location_tracking,2017-09-01 01:44:56.000000
782,9d902ad6d109bf6f23124039e1517c54,"{u'lat': 18.510827, u'long': 73.954902}",location_tracking,2017-09-01 01:45:14.000000
783,5a60c8eded32493e26772fada3e2b598,"{u'lat': 28.4632382, u'long': 77.0007289}",location_tracking,2017-09-01 01:45:18.000000
784,7d51f6f5d38ed0ed3c78de88fcfbc766,"{u'lat': 28.433163, u'long': 77.0484296}",location_tracking,2017-09-01 01:45:49.000000
785,bd98f009166f2bfa9717610cfce60f6a,"{u'lat': 13.0378009, u'long': 77.6235972}",location_tracking,2017-09-01 01:46:12.000000
786,79127bde31757350e3861cb5b90520e1,"{u'lat': 19.1091238, u'long': 72.9032254}",location_tracking,2017-09-01 01:46:13.000000
787,bba930e815ea0fcf79c96c85d60ed1e6,{u'mme': False},decline_request,2017-09-01 01:46:20.000000
788,086117a0b40f5b676e9bfedf6de6a4ac,"{u'lat': 18.4818011, u'long': 73.8506901}",location_tracking,2017-09-01 01:46:40.000000
789,1799c8e1104c51dea21f2fcc3fe1688b,"{u'lat': 23.0118785, u'long': 72.6489656}",location_tracking,2017-09-01 01:46:48.000000
790,6f80a6c5f5c9a32ba09eb9ecc1901624,"{u'lat': 18.4685417, u'long': 73.7932614}",location_tracking,2017-09-01 01:46:57.000000
791,1799c8e1104c51dea21f2fcc3fe1688b,"{u'lat': 23.0118785, u'long': 72.6489656}",location_tracking,2017-09-01 01:47:29.000000
